dam_name,other_dam_name,dam_former_name,state_or_fed_agency_id,nid_id,other_structure_id,longitude,latitude,section_township_range,county,stream_or_river,nearest_downstream_city,distance_to_nearest_city,owner_name,owner_type,dam_designer,non_fed_dam_on_fed_property,dam_type_nid,core,foundation,purposes,year_completed,year_modified,dam_length,dam_height,structural_height,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,hazard,eap,eap_revision_date,inspection_date,inspection_frequency,condition_assessment,condition_assessment_detail,condition_assessment_date,spillway_type,spillway_width,outlet_gates,volume_of_dam,number_of_locks,lock_length,lock_width,permitting_authority,inspection_authority,enforcement_authority,state_jurisdictional_dam,state_regulated_dam,state_regulatory_agency,fed_agency_involvement_funding,fed_agency_involvement_design,fed_agency_involvement_construction,fed_agency_involvement_regulatory,fed_agency_involvement_inspection,fed_agency_involvement_operation,fed_agency_owner,fed_agency_involvement_other,source_agency,state,dam_number,status_code,island,classified_by,watershed_authority,tmk,tmk2,dam_type,spillway_size,spillway_protection,spillway_length,spillway_wall_height,outlet_type,spillway_control,ferc_status,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,water_body_type,hazard_analysis_date,certificate_to_impound_date,district_code,cong_rep_district,cong_rep,cong_rep_party,ferc_info,top_of_crest,spillway_crest,operating_level,dam_former_name_alt,classification_received_date,classification_date,section,classification_purpose,classification_comments,last_owner_om_inspection,last_outlet_inspection,phase_I_inspection,inspection_history,last_eap_audit,audit_comments,inundation_mapping,inundation_mapping_comments,loss_of_life_year_completed,population_at_risk,loss_of_life,loss_of_life_method,submit_date,url,condition_assessment_detail_alt,data_owner,permitting_agency,nid_owners,legal_quarter_4,number_separate_structures_alt,other_structure_id_alt,legal_quarter_3,legal_quarter_2,record_id,longitude_degrees,size_nid,hazard_nid,dam_status_description,spillway_type_nid,outlet_type_nid,watershed_description,access_surface_description,access_method_description,spillway_protection_description,upstream_protection_description,downstream_protection_description,annual_cert_year,added_state,added_year_data_refers_to,crest_elevation,coe_district,drainage_area_acres,fpp,low_level_release_facility,structure,ose_dam_file_no,land_name,basin,dike_length,latitude_minutes,latitude_seconds,longitude_minutes,longitude_seconds,spillway_type_1_description,spillway_type_2_description,latitude_degrees,eap_last_exercised,municipalities,annual_cert_date,eng_assess_date_received,id,st_ht,c_length,ac_conc,tbidmast_hpc,sw_max_cfs,npa,ac_dt,town,max_volume,state_defined_dam,drinking_water,comments,classification,2015_new_nid_entry,region,property_owner,geology_of_foundation,benchmark_location,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,legal_quarter_1,township,range2,owner_address,owner_city,owner_state,owner_zip,owner_physical_address,owner_physical_city,owner_physical_state,owner_physical_zip,owner_phone,owner_email,engineering_contact,engineering_phone,engineering_firm,engineering_firm_address,engineering_firm_city,engineering_firm_state,engineering_firm_zip,engineering_firm_email,reservoir_code,approval_date,inundation_mapping_year,ag_exempt,top_of_dam,top_of_principal_spillway,top_of_emergency_spillway,eap_year,first_contact_name,comment_2,dam_modification,secondary_purpose,classification_date_change,hazard_date,quadrangle_name,constructed_by,type_modify_repair,modify_repair_year,normal_freeboard,bottom_drain_operable,normal_pool_elev,normal_pool_capacity,max_impoundment_capacity,minimum_release_cfs,emergency_spillway_type,inspectors,next_inspection_date,non_date,nod_deadline_date,nod_resolved,nov_resolved,dso_date,dso_deadline,dso_resolved,addr_line_2,bottom_drain,ws_id,eng_data_id,class,notes,dam_id,hazard_potential,purpose_1_code,purpose_2_code,purpose_3_code,purpose_4_code,purpose_5_code,purpose_6_code,purpose_7_code,purpose_8_code,last_mod_type_code,acres,fema_req_ind,emergency_plan,other_id,long,quarter,range1,section_township_range_alt,code,core_certainty,foundation_certainty,federal_agency_owner,core_type,core_position,foundation_code,dam_key_seq_no,dam_popular_name,nat_dam_code,state_agency,reg_agency_insp_type,sufficiency_code,sufficiency_date,fd_name,n,q,federal_regulations,first_dam_at_site_year,wdid,div,wd,pm,q160,q40,utm_x,utm_y,location_accuracy,spillway_capactiy,outlet_description,outlet_capacity,overall_conditions,safe_storage,current_restrictions,primary_contact,assigned_to,more_information,location,f,r_n,rd,attention,ext,class_description,cert_type,dam_name_alt,lat_decimal,long_decimal,county_alt,legals,cert_expiration,pmt_type,pmt_date,pmt_exp,top_hgt,top_capacity,top_area,top_elevation,normal_pool_area,normal_pool_height,reg_no,ph1_rpt,ins_rcd_o,ins_rcd_e,pe_insp_by,acmp_by,coordinate_validated,da_sm,spillway_id,sdf_r,sdf_a,memo,classification_size,s_130,last_visit,pmp_6,pmp_12,pmp_24,pmp_selected,reason_for_inclusion,pool_volume,streambed_elevation,emergency_volume,emergency_area,emergency_elevation,river_class,contrib_area,principal_inlet,principal_length,emergency_spillway_construction,normal_depth,valve_type,valve_location,low_head_dam,low_level_rest_ext,low_level_rest_ext_install,embankment_volume,top_width,es_level_length,es_slope_length,es_percent_slope,drawdown_elevation,drawdown_area,drawdown_volume,streambed_area,streambed_volume,conduit_type,conduit_size,x_coord,y_coord,eap_date,atlas_number,state_reg_dam_51,state_reg_dam_52,state_reg_dam_53,state_reg_dam_54,state_reg_dam_5,dam_code,spillcrest_storage,Condition_Assessment_Date,FormattedMonth,FormattedDay,FormattedYear,meridian,is_statuatory_dam,is_active_dam,PermitNoUpdate_PermitNo,PermitNoUpdate_Suffix,SUB-DIST,eap_exercise_date,action,ALLDAMS.DIV,DIST,SubDiv,PhotoLink,PhotoYes,utmx,utmy,inspection_group,eap_comments,wmd,WMD_Permit_Number,Permit_,Enforcement_Actions_,F59,Shape,created_date,ID_NO2,OFFNAME2,Regulated2,D NAME,O NAME,CO,HY HT,MX AF,RIV STR,YR COMP,tblDmast_HPC,NAT_ID2,DAM_TYPE2,OD_NAME2,FD_NAME2,NR_CTY_TWN2,MI_CTY_TWN2,O_TYPE2,DESIGNER2,PRV_FED_LD2,PURPOSES2,YR_MOD2,STR_HEIGHT2,MAX_DISCHR2,NORM_STORG2,EMER_AC_PL2,INSP_FREQ2,STA_REG_DM2,STA_REG_AG2,SPLWY_TYPE2,SPLWY_WDTH2,OUTLT_GATE2,DAM_VOLUME2
HC&S RESERVOIR 73,Waiale Reservoir No. 1,,MA-0083,HI00083,,-156.495606,20.877623,,Maui,OFFSTREAM,Kahului,0.2,HC&S Maalaea Farm,P,,FALSE,RE,,,I,1908,,900,25,25,25,25,3500,290,205,290,19.7,0.87,High,TRUE,2011-06-01T00:00:00,2/24/16,5,POOR,,8/1/10,U,70,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Iao,2019-03-08T00:46:00,,Earthen,Small,Concrete,300,9,Upstream Control in Tower,Uncontrolled,Channel,TRUE,Catwalk,,Upstream,42 Inch Diameter,13.5,33,Vegetation,28,Vegetation,State Regulated Dam,6/1/09,,,,,,,225,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Iao,Unpaved,Car,Concrete,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 74,Waiale Reservoir No.2,,MA-0084,HI00084,,-156.494168,20.870252,,Maui,IAO & WAIHEE STREAM OFFSTREAM,KAHULUI,0.2,HC&S Maalaea Farm,P,,FALSE,RE,,,I,1916,,130,25,28,22,25,2000,248,106,248,19.2,1.11,High,TRUE,2011-06-01T00:00:00,4/28/16,5,CONDITIONALLY FAIR,,3/1/10,U,67,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Iao,2019-03-08T00:46:00,,Earthen,Small,Vegetation,0,8,Upstream Control in Tower,Uncontrolled,Channel,FALSE,Bridge,,Upstream,,0,15,Vegetation,33,Vegetation,State Regulated Dam,6/1/09,,,,,,,229.5,220.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Iao,Unpaved,4x4 (wet conditions only),Vegetation,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 80,,,MA-0085,HI00085,,-156.41244,20.838703,,Maui,FED BY IRRIGATION DITCH,PUUNENE,2.9,HC&S Lowrie Farm,P,,FALSE,RE,,,I,1917,,1200,27,29,22,27,,140,126,140,12,0.019,High,TRUE,2011-06-01T00:00:00,7/12/16,5,CONDITIONALLY FAIR,,5/1/10,C,10,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kalialinui,2019-03-08T00:03:00,,Earthen,Small,Concrete,14,2.5,Downstream Control,Controlled,Channel,FALSE,Walk,,Downstream,24 in pipe,13,28,Dumped Rock,25,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kalialinui,Unpaved,4x4 (wet conditions only),Concrete,Dumped Rock,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 81,,,MA-0086,HI00086,,-156.416676,20.814456,,Maui,FED BY IRRIGATION DITCH,Waiakoa Homesteads,3,HC&S Lowrie Farm,P,,FALSE,RE,,,I,1920,,1500,19,24,20,19,,125,115,125,13.8,0.07,High,TRUE,2011-06-01T00:00:00,7/12/16,5,POOR,,7/1/10,U,67,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Waiakoa,2019-03-08T00:04:00,,Earthen,Small,Grouted Riprap,67,2,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,Two 24 and One 30 Pipe,0,27,Grouted Riprap,29,Vegetation,State Regulated Dam,6/1/09,,,,,,,423,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Waiakoa,,,Grouted Riprap,Grouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 82,,,MA-0087,HI00087,,-156.423335,20.810837,,Maui,FED BY IRRIGATION DITCH,Waiakoa Homesteads,2.5,HC&S Lowrie Farm,P,,FALSE,RE,,,I,1917,,1250,13,11,11,13,,61,55,61,7.4,0.18,Significant,TRUE,2011-06-01T00:00:00,7/12/16,5,POOR,,6/1/10,U,10.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Waiakoa,2019-03-08T00:04:00,,Earthen,Small,Concrete,20,2,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,Two 24 DIP Pipes,9.5,24,Dumped Rock,21,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,S,Active,FALSE,,Waiakoa,Unpaved,4x4 (wet conditions only),Concrete,Dumped Rock,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 84,,,MA-0088,HI00088,,-156.42505,20.840815,,Maui,FED BY IRRIGATION DITCH,PUUNENE,2,HC&S Lowrie Farm,P,,FALSE,RE,,,I,1918,,960,29,23,23,29,,120,108,120,8,0.57,High,TRUE,2011-06-01T00:00:00,4/29/15,5,POOR,,7/1/10,U,2,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kalialinui,2019-03-08T00:03:00,,Earthen,Small,Grouted Riprap,25,4,Downstream Control,Uncontrolled,Pipe,TRUE,Walk,,Downstream,24 in pipe,12,26,Ungrouted Riprap,30,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kalialinui,Unpaved,4x4 (wet conditions only),Grouted Riprap,Ungrouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 90,,,MA-0089,HI00089,,-156.455191,20.821092,,Maui,FED BY IRRIGATION DITCH,Waiakoa Homesteads,2.6,HC&S Maalaea Farm,P,,FALSE,RE,,,I,1917,,1250,13,22,19,13,,201,138,201,15.8,0.5,High,TRUE,2011-06-01T00:00:00,4/28/16,5,CONDITIONALLY FAIR,,8/1/10,U,18,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Waiakoa,2019-03-08T00:08:00,,Earthen,Small,Concrete,75,2.5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,Two 30 DIP,0,42,Dumped Rock,34,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Waiakoa,Paved,Car,Concrete,Dumped Rock,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 92,,,MA-0090,HI00090,,-156.468827,20.838359,,Maui,FED BY IRRIGATION DITCH,Waikapu,2.4,HC&S Maalaea Farm,P,,FALSE,RE,,,I,1967,,1200,16,15,15,16,,68,52,68,7.3,0.38,High,TRUE,2011-06-01T00:00:00,4/28/16,5,CONDITIONALLY FAIR,,5/1/10,U,10.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Waiakoa,2019-03-08T00:05:00,,Earthen,Small,Concrete,13.5,2.5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,24 Metal Pipe transitions to 30 Gate Valve,0,32.5,Dumped Rock,30,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Waiakoa,Unpaved,4x4 (wet conditions only),Concrete,Dumped Rock,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAHI RESERVOIR,,,MA-0091,HI00091,,-156.274796,20.919691,,Maui,UAOA STREAM,Ulumalu,1.2,East Maui Irrigation Company,P,,FALSE,RE,,,I,1924,,170,35,45,40,35,,72,66,72,5.8,0.78,High,TRUE,2011-05-01T00:00:00,1/21/15,5,CONDITIONALLY FAIR,,9/1/10,U,32,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Uaoa,2019-02-08T00:02:00,2019-02-08T00:04:00,Earthen,Intermediate,Ungrouted Riprap,0,5,Downstream Control,Uncontrolled,Tunnel,FALSE,Walk,39,Downstream,18 Inch,35.5,25,Vegetation,29,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Uaoa,Gravel,Car,Ungrouted Riprap,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPAAEA RESERVOIR,,,MA-0092,HI00092,,-156.206434,20.883114,,Maui,NAILIILIHAELE & PUEHU OFFSTRM,Kailua,0.7,East Maui Irrigation Company,P,,FALSE,RE,,,I,1902,,820,37,37,32,37,31,154,130,154,9,0.49,High,TRUE,2011-05-01T00:00:00,1/21/15,5,POOR,,5/1/10,U,55,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Nailiilihaele,2019-02-09T00:14:00,,Earthen,Small,Concrete,26,3,Downstream Control,Uncontrolled,Channel,TRUE,Walk,31,Downstream,20 in,0,37,Mowed Grass,34,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Nailiilihaele,Unpaved,4x4 (wet conditions only),Concrete,Mowed Grass,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUPAKALUA RESERVOIR,,,MA-0093,HI00093,,-156.29433,20.91328,,Maui,PAEPILAU GULCH,Haiku,1.7,East Maui Irrigation Company,P,,FALSE,RE,,,I,1885,,400,57,49,44,57,,210,190,210,12.9,2.9,High,TRUE,2011-05-01T00:00:00,12/4/14,5,CONDITIONALLY FAIR,,9/1/10,U,115,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kaupakulua,2019-02-07T00:13:00,,Earthen,Intermediate,Concrete,0,3.5,Downstream Control,Uncontrolled,Channel,TRUE,Walk,35,Downstream,14 Inch,0,26,Dumped Rock,31,Mowed Grass,State Regulated Dam,6/1/09,,,,,,http://hawaiipacioosapplication-1672159924.us-east-1.elb.amazonaws.com/Login.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Kaupakulua,Gravel,Car,Concrete,Dumped Rock,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAPALAALAEA RESERVOIR,,,MA-0094,HI00094,,-156.257957,20.913169,,Maui,PAPALUA STREAM,Huelo,2.2,East Maui Irrigation Company,P,,FALSE,RE,,,I,1885,,230,48,50,45,48,,197,153,197,8.7,0.89,High,TRUE,2011-05-01T00:00:00,1/21/15,5,CONDITIONALLY FAIR,,9/1/10,U,50,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kakipi,2019-02-08T00:07:00,,Earthen,Intermediate,Mowed Grass,115,8,Downstream Control,Uncontrolled,Channel,FALSE,Walk,31,16 Inch Diameter Buttwelded Steel Pipe Sliplined in a 20 Inch Diameter Riveted Steel Pipe,16 Inch Diameter,,26,Ungrouted Riprap,32,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Kakipi,Unpaved,4x4 (wet conditions only),Mowed Grass,Ungrouted Riprap,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAIKU RESERVOIR,,,MA-0095,HI00095,,-156.325591,20.920178,,Maui,KANEMOEALA GULCH OFFSTREAM,Haiku,0.4,East Maui Irrigation Company,P,,FALSE,RE,,,I,1904,1979,1700,37,43,34,37,,266,178,266,27.3,0.82,High,TRUE,2011-05-01T00:00:00,12/4/14,5,CONDITIONALLY FAIR,,9/1/10,U,130,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Maliko,2019-02-07T00:03:00,2019-02-07T00:03:00,Earthen,Intermediate,Concrete,0,3,Downstream Control,Uncontrolled,Channel,TRUE,Walk,,Downstream,20 to 24 Inches,0,18,Ungrouted Riprap,30,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Maliko,Unpaved,Car,Concrete,Ungrouted Riprap,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
